ID	Label	Longitud	Latidud
171	SC	55.450000	-4.616666666666667
172	SV	-89.200000	13.7
173	TW	121.516667	25.033333333333335
174	VA	12.450000	41.9
175	WF	-171.933333	-13.95
176	TO	-175.200000	-21.133333333333333
177	FJ	178.416667	-18.133333333333333
178	FM	158.150000	6.916666666666667
179	SB	159.950000	-9.433333333333334
180	KN	-62.716667	17.3
181	ML	-8.000000	12.65
182	SD	32.533333	15.6
183	ER	38.933333	15.333333333333334
184	PG	147.183333	-9.45
185	PR	-66.116667	18.466666666666665
186	SM	12.416667	43.93333333333333
187	SZ	31.133333	-26.316666666666666
188	VG	-64.616667	18.416666666666668
189	VI	-64.933333	18.35
190	VU	168.316667	-17.733333333333334
191	GY	-58.150000	6.8
192	NI	-86.250000	12.133333333333333
193	TG	1.216667	6.116666666666666
194	IE	-6.233333	53.31666666666667
195	GU	144.733333	13.466666666666667
196	MW	33.783333	-13.966666666666667
197	LU	6.116667	49.6
198	MH	171.383333	7.1
199	PW	134.633333	7.483333333333333
200	TD	15.033333	12.1
201	LR	-10.800000	6.3
202	UM	-77.000000	38.883333
203	EH	-13.203333	27.153611
204	KI	169.533333	-0.8833333333333333
205	RW	30.050000	-1.95
206	AI	-63.050000	18.216666666666665
207	MS	-62.216667	16.7
208	AS	-170.700000	-14.266666666666667
209	DJ	43.150000	11.583333333333334
210	SH	-5.716667	-15.933333333333334
